Name,Phone,Address,Facebook
Everything Classic Antiques & More,810-989-5256,315 Huron Ave Port Huron MI 48060,http://facebook.com/everythingclassicantiquesandmore/
Eagle Street Market,269-637-4333,422 Eagle St. South Haven MI 49090,http://www.facebook.com/EagleStreetMarket/
The Americana Company Antique Mall,989-891-8721,912 N Water St Bay City MI 48708,http://www.facebook.com/profile.php?id=100063655296672
The Sundry Trunk,231-755-7926,851 W Laketon  A Muskegon MI 49441,http://www.facebook.com/The-Sundry-Trunk-109167037171632/
Mike's Antiques and Other Funky Stuff,517-456-6019,116 W Michigan Ave Clinton MI 49236,unavailable
Featherstone Antique Mall,269-561-4379,221 E Main St Fennville MI 49408,http://facebook.com/Featherstone-Antique-Mall-708969012531649
Coldwater Antique Mall,517-924-0059,682 E Chicago Rd Coldwater MI 49036,http://facebook.com/ColdwaterMIantiquemall
Downtown Antiques & Home Furnishings,616-494-9880,170 S. River Ave Holland MI 49423,http://www.facebook.com/downtownantiques.hf/
Chill Retro,231-881-8677,6900 US-31 S Charlevoix MI 49720,http://www.facebook.com/chillretrovintage
Big River Antiques,586-291-1963,306 S Water St Marine City MI 48039,http://www.facebook.com/Big-River-Antiques-505579729633670/
Hog Creek Antique Mall,517-869-2250,10750 W Chicago Rd Allen MI 49227,http://www.facebook.com/Hog-Creek-Antique-Mall-260631270649459/
The Beaverton Antique Mall,989-435-6453,421 S Ross St Beaverton MI 48612,http://Facebook.com/The-Beaverton-Antique-Mall-101920595753677
Westwood Gifts & Antiques,810-785-1300,4135 W Coldwater Rd Flint MI 48504,http://www.facebook.com/westwoodantiquesflint
Salt City Antiques,734-487-1259,115 W Michigan Ave Ypsilanti MI 48197,http://www.facebook.com/SaltCityAntiques115/
Dapple-Gray Bed and Breakfast,906-289-4200,13640 State Highway M26 Eagle Harbor MI 49950,unavailable
Seedlings,616-836-3670,128 S River Ave Holland MI 49423,unavailable
Lost & Found Treasures of Old and New,616-732-3401,445 Century Ave SW Grand Rapids MI 49503,http://www.facebook.com/lostandfoundtreasuresofoldandnew/
Harvest Antiques, Collectibles and Home Decor,616-395-0823,12330 James St.  Ste 20 Holland MI 49424,http://www.facebook.com/harvestantiquesholland/
Maple Street Mall,517-244-9444,108 W. Maple St Mason MI 48854,http://www.facebook.com/MapleStreetMall/
AT HOME ON CEDAR,989-426-9221,125 W Cedar Ave Gladwin MI 48624,http://facebook.com/AtHomeonCedar
Bostwick Lake Antiques,616-813-8336,8451 Belding Rd Rockford MI 49341,http://www.facebook.com/bostwicklakeantique
West Michigan Antique Mall,616-842-0370,13279 168th Ave. Grand Haven MI 49417,http://www.facebook.com/westmichiganantiquemall/
Murphy's Antique Mall,269-639-1662,321 Center St South Haven MI 49090,http://www.facebook.com/AntiquesSouthHaven
Parma Antique Mall,517-531-5233,124 W Main St Parma MI 49269,http://facebook.com/parmaantiquemall
The Bird Cage,269-543-4732,2378 68th St. Fennville MI 49408,unavailable
Dapple-Gray Antiques at Dapple-Gray Bed and Breakfast,906-289-4200,13640 State Highway M26 Eagle Harbor MI 49950,unavailable
Century Antiques,616-233-4000,445 Century SW Grand Rapids MI 49503,http://www.facebook.com/century.antiques
Allegan Antique Market,616-735-3333,150 Allegan Co Fair Dr. Allegan MI 49010,http://www.facebook.com/Allegan-Antiques-Market-141231206065597/
Airport Antique Mall,231-798-3318,4206 Grand Haven Rd Norton Shores MI 49441,unavailable
Changing Thymes of West Michigan,616-558-9807,4187 Chicago Dr Sw Ste 6 Grandville MI 49418,http://facebook.com/Changing-Thymes-Grandville-264409617053934
Richman Poorman Antiques and Collectibles ,not available,2108 Wildwood Ave Jackson MI 49202,http://facebook.com/LFSABEACH/
Town Peddler Craft & Antique Mall,734-513-2577,35323 Plymouth Rd Livonia MI 48150,http://www.facebook.com/townpeddler
Paul Bunyan Antiques,231-745-2637,9175 S M 37 Baldwin MI 49304,unavailable
Bay Antique Center / Bay City Antiques Center,989-893-1116,1010-1020 N. Water St. Bay City MI 48708,http://www.facebook.com/bayantiquecenter/
Timeless Furnishings,269-719-2013,60 S. 20th St. Battle Creek MI 49015,http://facebook.com/timelessfurnishingsMICHIGAN/
Rolling Hills Antiques,231-947-1063,5085 Barney Rd Traverse City MI 49684,http://www.facebook.com/Rolling-Hills-Antiques-Art-192678710764042/
Great Lakes Antiques MI,269-468-3208,210 Ryno Rd Coloma MI 49038,http://www.facebook.com/pages/Great-Lakes-Antique-Mall/898658403548446
Christines Arts & Antiques,810-689-6894,302 South State Street Caro MI 48723,http://www.facebook.com/christinesartsandantiques/
Hidden Treasures of Fremont,231-335-2419,14 E Main St. Fremont MI 49412,http://facebook.com/profile.php?id=100063786920389
Garden House Vintage Market,269-344-4000,6187 W. D Ave Kalamazoo MI 49009,http://www.facebook.com/gardenhousevintagemarket/
Lake Odessa Antique Mall,616-374-3089,1014 4th Ave Lake Odessa MI 48849,http://facebook.com/profile.php?id=100057643801764
Antique Markets of Williamston,517-655-1350,2991 N Williamston Rd Williamston MI 48895,http://www.facebook.com/Williamston-Antique-Mall-212113775469430/
Elevated Grand Rapids,616-617-8674,1750 Clyde Park Ave SW Grand Rapids MI 49509,http://www.facebook.com/elevatedgrandrapids
Antiques & Vintage on the Boulevard,517-301-4747,138 E. Chicago Blvd Tecumseh MI 49286,http://www.facebook.com/Antiques-Vintage-On-The-Boulevard-270202429850755/
Forget-Me-Not Antiques,989-414-0538,212 W Huron Ave Bad Axe MI 48413,http://www.facebook.com/Forget-Me-Not-Antiques-126241607411532/
Infinity Rustic Designs & Antiques,616-405-2911,6441 96th Ave Zeeland MI 49464,http://facebook.com/IRDAntiques
Pinetree Antiques & More,517-592-3808,129 N Main Street Brooklyn MI 49230,http://www.facebook.com/pinetreeantiquesandmore/
Black Horse Antiques,231-882-0231,11 N. Benzie Blvd Beulah MI 49617,http://facebook.com/Black-Horse-Antiques-213835168733650/
Antiques & Uniques Marketplace,989-828-5000,520 E Wright Ave Shepherd MI 48883,http://www.facebook.com/AUMantiques/
Jackson Antique Mall,517-784-3333,201 N Jackson St Jackson MI 49201,http://Facebook.com/Jackson-Antique-Mall-111133407211510
4th Street Antiques,810-724-1800,347 N Cedar St (M-53) Imlay City MI 48444,http://www.facebook.com/4thstreetantiques/
The Livery Antiques,517-869-2050,106 Prentiss St Allen MI 49227,http://www.facebook.com/pages/category/Antique-Store/The-Livery-Antiques-414051422071399/
On the Hunt Antiques,248-742-1142,5598 Dixie Hwy Waterford MI 48329,http://www.facebook.com/On-The-Hunt-Antiques-229842057108135/
Wilson Antiques East,231-922-9285,5600 US 31 N Acme MI 49610,http://www.facebook.com/WilsonAntiquesEastBay/
Michigan Ave Antiques,517-414-3759,116 East Michigan Ave Parma MI 49269,http://www.facebook.com/MichiganAveAntiques
Harbert Antique Mall, Inc,269-469-0977,13887 Red Arrow Hwy. Harbert MI 49115,http://facebook.com/Harbert-Antique-Mall-272105172850981/
Pathway Market,616-333-2556,1519 Jackson St. Marne MI 49435,http://facebook.com/pathwaymarketgr
Four Flags Antiques,269-683-6681,218 N 2nd St Niles MI 49120,http://facebook.com/Fourflagsantiquemallphotosa.14209180248626312836107306677022
Red Barn Vintage Market,248-431-6882,4950 King Rd China MI 48054,http://www.facebook.com/d350dually/
Antiques on 11th,574-993-3393,2428 S 11th st Niles MI 49120,unavailable
M43 Mercantile,269-427-1068,65181 M43 Hwy Bangor MI 49013,http://www.facebook.com/M43-Mercantile-115579953144754/
Allen Antique Mall & Outpost Grill,517-869-2788,9011 W Chicago Rd Allen MI 49227,http://facebook.com/pgAllen-Antique-Mall-Allen-Michigan-196951176992034photos
North Star Antiques,616-897-0898,211 W Main St Lowell MI 49331,http://www.facebook.com/Northstarantiques/
310 Peddlers,616-780-4134,310 Lafayette St. Greenville MI 48838,http://facebook.com/colonial.treasures
Midland Antique Center,989-259-7181,3411 Isabella St Midland MI 48640,http://www.facebook.com/antiquecentermidland/
Sanford Antique Mall,989-687-4299,3102 N Meridian Rd Sanford MI 48657,http://facebook.com/theSanfordAntiqueMall/
Nob Hill Again,616-392-6760,4585 60th St Holland MI 49423,http://www.facebook.com/NobHillAgain/
Odd Fellows Antiques,248-399-6098,3248 W 12 Mile Rd Berkley MI 48072,http://www.facebook.com/Odd-Fellows-Antiques-130586683655997/
Clare Antique Mall,989-424-6699,1050 N McEwan St Clare MI 48617,http://facebook.com/ClareAntiqueMall/
Saginaw Street Consignments,248-333-0083,150 N Saginaw St Pontiac MI 48342,http://www.facebook.com/saginawstreetconsignments
Bonanza Antiques,616-374-8705,1018 4th Ave Lake Odessa MI 48849,http://facebook.com/Bonanza.Antiques/
Pickers Paradise Antique Mall,269-262-4831,2809 S 11th St Niles MI 49120,http://www.facebook.com/pickers.paradise.14
Michigan Antique Festivals,989-687-9001,6905 Eastman Ave Midland Township MI 48642,http://www.facebook.com/antiquefestival
Lake Shore Event Center,616-836-6553,10300 West Olive Rd West Olive MI 49460,http://facebook.com/LakeShoreAntiques/
Shawnee Road Antiques/Apparel from the Past,269-422-1382,638 E Shawnee Rd Baroda MI 49101,unavailable
The ReFind Shoppe,not available,244 W Randall St Coopersville MI 49404,http://www.facebook.com/The-Re-Find-Shoppe-272751206181596
Not So Shabby Marketplace,616-796-6980,2975 W Shore Dr Holland MI 49424,http://facebook.com/notsoshabbymarketplace
NU2U,231-510-4449,353 River St Manistee MI 49660,http://www.facebook.com/Nu2UAntiqueandResale/
Windermere House,616-414-5535,304 W Savidge St Spring Lake MI 49456,http://www.facebook.com/windermerehousemi
Depot Antiques,616-847-7100,14599 Cleveland St. # M-104 Spring Lake MI 49456,http://Facebook.com/depotantiques
Anderson's Cool Stuff,616-886-8954,6270 124th Ave # M-89 Fennville MI 49408,http://www.facebook.com/Andersonscoolstuff
Saugatuck Antique Pavilion,269-857-6041,2948 Blue Star Hwy Douglas MI 49406,http://facebook.com/SaugatuckAntiquePavilion
Sinclair Antiques Mall,248-850-8546,550 S Rochester Rd Clawson MI 48017,http://www.facebook.com/Sinclair-Antiques-Clawson-1495097414126514/
Chelsea Antiques Mall,734-562-2190,1178 S Main St Chelsea MI 48118,http://www.facebook.com/Chelsea-Antique-Mall-149628838430365/
Antiques on Seventh,616-843-7657,109 N Seventh  A Grand Haven MI 49417,http://facebook.com/antiquesonseventh
Sawyer Antique Mall,269-405-1063,12825 Red Arrow Highway Sawyer MI 49125,http://www.facebook.com/sawyerantiquemall/
The Carriage Antique Mall,231-220-8696,10130 US 31 Montague MI 49437,http://facebook.com/TheCarriageAntiqueMall
Vintage Vibes Antiques & Collectibles,734-469-4045,16128 Middlebelt Rd Livonia MI 48154,http://facebook.com/profile.php?id=100083144261895
Warehouse One Antiques,616-235-9292,449 Century Ave Sw Grand Rapids MI 49503,http://www.facebook.com/Warehouse-One-Antiques-293465664081991/
Simply Vintage Marketplace,517-978-5818,208 Mason St Mason MI 48854,http://facebook.com/Simplyvintagemarketplace
The Haven Antiques,810-441-7702,31 Railroad St. Port Austin MI 48467,http://www.facebook.com/pages/The%20Haven/420306535169803/
Little Red Schoolhouse,517-321-6701,5002 W Saginaw Hwy Ste 2 Lansing MI 48917,http://www.facebook.com/Little-Red-Schoolhouse-186336014728386/
Redeemed Furniture, Home Decor & More,231-887-4222,172 Memorial Dr Manistee MI 49660,http://www.facebook.com/redeemedenterprises/
Timeless Treasures,517-978-8463,525 N Cedar St Mason MI 48854,http://www.facebook.com/TimelessTreasuresOfMason
Irontown Antiques,906-475-4567,405 Iron St Negaunee MI 49866,http://facebook.com/Irontown-Antiques/1089551781190976
Mike's Antique Mall,989-871-3078,8947 State Rd Millington MI 48746,http://facebook.com/Mikes-Antique-Mall-199624703533931/
Fantastic Finds,989-859-9625,6800 Eastman Rd Midland MI 48642,http://www.facebook.com/fantasticfindsmidland
The Barn In Northville,248-349-0117,48120 8 Mile Rd Northville MI 48167,http://www.facebook.com/TheBarnAntiques/
