Name,Phone,Address,Facebook
Time & Again Collectibles,985-448-3078,165 E Pine St Ponchatoula LA 70454,http://facebook.com/Facebook.com/time.again.collectibles
Jackson Vintage Village,225-634-1049,2084 Hwy 10 Jackson LA 70748,http://facebook.com/pickersandpeddlers
Frances Fitz-Gerald Jewelry and Antiques,337-564-5005,1830 Ryan St  Ste D Lake Charles LA 70601,http://facebook.com/francesannfitzgerald
Maison Pompeii Antiques & Interiors,318-730-3784,3216 Jackson St Alexandria LA 71301,http://www.instagram.com/maisonpompeiiantiquesinteriors/
Southern Belle Station Antiques,225-634-7111,1426 Charter St Jackson LA 70748,unavailable
Slidell Historical Antique Association Street Fairs,985-265-4551,1928 First St. Slidell LA 70458,http://www.facebook.com/slidellantiquefair
Live Oak Garden and Home -  West ,318-336-5307,5064 Highway 84 Vidalia  LA 71373,http://www.facebook.com/landscapesatliveoak
B2 Antiques,985-345-2266,165 E Pine St Ponchatoula LA 70454,http://facebook.com/b2antiques
Caboose Antiques & Decor,318-865-5376,855 Pierremont Road Shreveport LA 71106,http://facebook.com/Caboose-Antiques-128388057181984
CJ's Antiques & Collectibles,985-386-0026,160 SE Railroad Ave Ponchatoula LA 70454,http://www.facebook.com/cjsantiques
Treasure City Market,337-460-6004,121 South Washington Street DeRidder LA 70634,http://facebook.com/pages/Treasure-City-Market-LLC/113541908679222
Covington Antiques & Uniques Festival,985-892-1873,419 N. New Hampshire Street Covington LA 70433,http://facebook.com/CovgintonHeritageFoundation
Lagniappe Antique Mall,337-507-2036,124 West Bridge Street Breaux Bridge LA 70517,http://facebook.com/lagniappe.antiquesetc/
Antique Emporium,318-606-2543,316 Ockley Dr Shreveport LA 71105,http://Facebook.com/Antique-Emporium-423112478282071
Blue Heron Bed and Breakfast Mandeville,985-373-8902,510 Girod St Mandeville LA 70448,http://facebook.com/BlueHeronMandeville
Nanny's Totes & Things,985-265-4551,1928 First St Slidell LA 70458,unavailable
Tres Bien Antiques,318-228-8815,132 Saint Denis St Natchitoches LA 71457,http://www.facebook.com/TresBienAntiques
Market at the Mill,225-718-7813,311 Mill Street New Roads LA 70760,http://www.facebook.com/Market-At-The-Mill-184834184958265/
201 Antiques and Vintage,225-380-5100,201 N Range Ave Denham Springs LA 70726,http://www.facebook.com/201-Antiques-and-Vintage-825116004204522/
The Estate Center,985-345-6383,1517 W Thomas St Hammond LA 70401,http://www.facebook.com/theestatecenter
Ponchatoula Country Market & Historic Train Depot,985-386-9580,10 E Pine St Ponchatoula LA 70454,http://facebook.com/pages/The-Ponchatoula-Country-Market/282309098477869/
Ponchatoula Antique Trade Days,985-351-4029,100 W Pine Ponchatoula LA 70454,http://facebook.com/Ponchatoula-Antique-Trade-Days-Arts-Craft-Fair-124068690980703/
Moss & Berry,985-542-7520,165 E Pine St Ponchatoula LA 70454,http://facebook.com/mossandberry
Greenwood Plantation,225-655-4475,6838 Highland Rd St Francisville LA 70775,http://facebook.com/Greenwood-Plantation-147687152645/
Bless This Mess Vintage Market,318-719-9333,1611 Carter St Vidalia LA 71373,http://facebook.com/blessthismessvintagemarket
Ruth's Collectibles and Gifts,985-386-4021,390 E Pine St Ponchatoula LA 70454,http://facebook.com/ruthscollectiblesandgifts
Depot Marketplace ,318-355-5963,209 Depot St Delhi LA 71232,http://facebook.com/depotmarketplacedelhi
Flock Of Five Gift And Art Emporium LLC,337-476-5096,217 E Thomas St Sulphur LA 70663,http://facebook.com/flockoffive
Reflections of Olde Antique Mall,337-593-8593,700 West Congress Street Lafayette LA 70501,http://www.facebook.com/Reflections.of.Olde.Antique.Mall
Magnolia House Antique Mall ,985-290-9922,228 Erlanger Street Slidell LA 70458,http://www.facebook.com/Magnolia-House-Antiques-144122146127121/
Once Upon A Time Antiques and Estate Sales,985-859-6872,300 East 7th St Thibodaux LA 70301,http://Facebook.com/onceuponatimeestatesales
V. Watts Trade Mart,225-686-2791,13060 Florida Blvd Hwy 190 Livingston LA 70754,http://www.facebook.com/VWattsTradeMart/
Lafayette Antique Market,337-981-9884,3108 Johnston Street Lafayette LA 70501,http://www.facebook.com/LafayetteAntiqueMarket
Antiques on Gladstone,318-868-2940,755 Gladstone Blvd Shreveport LA 71104,unavailable
Fireside Antiques - European Antiques,225-752-9565,14007 Perkins Road Baton Rouge LA 70810,http://www.facebook.com/firesideantiques
Tangi Trading Post ,985-662-5086,50007 US HWY 51 Tickfaw LA 70466,http://www.facebook.com/pages/Ponchatoula-Antiques-Statuary/107137812701719
Roussel's & Co.,985-386-9097,177 W Pine St Ponchatoula LA 70454,http://www.facebook.com/RousselsofPonchatoula
Lagniappe Antiques Baton Rouge,225-927-0531,2175 Dallas Drive Baton Rouge LA 70806,http://www.facebook.com/Lagniappe-Antiques-163277560356697/
Jeanie's Southern Tradition Antiques,985-503-0425,1928 First Street Slidell LA 70458,http://Facebook.com/jeanies.southern.traditions
Antiques & Art on First,985-643-4790,1952 First St Slidell LA 70458,http://facebook.com/antiquesandartonfirst/
jenni b's antiques,337-345-5825,510 Eraste Landry Rd Lafayette LA 70506,http://facebook.com/jennibsantiqueshop
Breaud's Antiques,225-588-2635,219 N Range Ave Denham Springs LA 70726,http://facebook.com/profile.php?id=100057737556651
Rustic Treasures,985-549-0560,217 S Cypress St Hammond LA 70403,http://www.facebook.com/pedigofurniturela
Pinhook Flea Market,337-849-9770,3131 W Pinhook Rd Lafayette LA 70508,http://facebook.com/pinhookfleamarket
Camellia House B and B,985-264-4973,426 Easr Rutland Sreet Covington LA 70433,http://facebook.com/CamelliaHouseBedandBreakfast
Trail's End Antiques,985-386-5776,157 E Pine St Ponchatoula LA 70454,http://Facebook.com/groups/232673214620875
GG's Coffee Shop and Classy Collectibles,318-578-7920,217 N Main St Springhill LA 71075,http://facebook.com/groups/1144397086091429
Antique Shoppes at 1100 Barksdale,318-658-9766,1100 Barksdale Blvd Bossier City LA 71111,http://www.facebook.com/antiqueshoppes
