Name,Phone,Address,Facebook
The Antique Market of Michigan City, Inc,219-879-4084,3707 N Frontage Rd I-94 Exit 34B Michigan City IN 46360,http://www.facebook.com/theantiquemarketmc
Born In A Barn,574-772-3802,302 N Heaton St (US HWY 35) Knox IN 46534,http://www.facebook.com/pages/category/Antique-Store/Born-in-a-Barn-120234518030555/
Wheel & Spoke Antique Mall,260-766-4030,500 S Meridian St Portland IN 47371,http://www.facebook.com/wheelandspokeantiquemall/
Centerville Antique Mall,765-855-5551,200 W Union St Centerville IN 47330,http://www.facebook.com/Centerville-Antique-Mall-101309188038793/
Building 125 Antiques,765-478-5000,125 W Main St Cambridge City IN 47327,http://www.facebook.com/Building125
Mercantile 37,765-734-1683,25625 State Road 37 N Noblesville IN 46060,unavailable
Ferdinand Antique Emporium,812-367-1331,202 E 23rd St  Ste A Ferdinand IN 47532,http://facebook.com/FerdinandAntiqueEmporium
Redkey Blacksmiths/Valhalla Axe,765-209-1856,128 W High St Redkey IN 47373,http://facebook.com/redkeyblacksmithsllc
A Wild Hare Antique Mall,260-665-9920,401 W Maumee St Angola IN 46703,http://facebook.com/profile.php?id=100057050006338
Antique Emporium of Carmel,317-844-8351,170 W Carmel Dr Carmel IN 46032,http://www.facebook.com/pages/Antique-Emporium-of-Carmel/134156659969888
Off The Hinge Antiques,812-605-8632,201 N Walnut St Brazil IN 47834,http://Facebook.com/offthehingeantiques
Oak Leaf Fine Antiques,941-662-9055,104 S Meridian St Redkey IN 47373,unavailable
Riverside Antique Mall,812-469-2255,1205 E Riverside Dr Evansville IN 47714,http://www.facebook.com/pages/Riverside-Antique-Mall/360319270739855
My Red Moon Shops - Pierceton,574-529-2102,306 N First St Pierceton IN 46562,http://facebook.com/MyRedMoonPierceton
Vintage Treasures Antique Mall ,260-482-9455,625 W Coliseum Blvd Fort Wayne IN 46808,http://www.facebook.com/vintagetreasuresantiquemall/
Waterloo Antique Mall,260-837-3434,160 W Van Vleek St Waterloo IN 46793,http://www.facebook.com/Antiqueson5thLLC/
Relics Antiques,765-563-0083,200 E 3rd St Brookston IN 47923,http://facebook.com/RelicsAntiquesIN/
Antique Emporium of New Harmony,812-682-3407,P.O. BOX 186 New Harmony IN 47631,http://facebook.com/antiqueemporiumofnewharmony
Copper Top Customs,317-417-7922,4885 Iowa Street Clayton IN 46118,http://www.facebook.com/profile.php?id=100070159837713
Home In The Country Antiques,317-270-7236,275 E 600 S Trafalgar IN 46181,http://Facebook.com/homeinthecountryantiques
White Lion Antiques & Collectibles,765-279-5777,113 S Main St Kirklin IN 46050,http://www.facebook.com/pages/White-Lion-Antiques-Collectibles/477358145633048
Craft Crossing and Antiques,574-223-4099,715 E 9th St Rochester IN 46975,http://www.facebook.com/shopcraftcrossing/
Words & Images/The Train Place,765-647-1212,19050 Main Street Metamora IN 47030,http://www.facebook.com/WordsandImages.TheTrainPlace
Southgate Crossing,573-221-1999,27751 County Road 26 Elkhart IN 46517,http://facebook.com/southgatecrossing
Corner Store Vintage -- Mid-Century and Beyond,765-578-0142,101 S Meridian Street Redkey IN 47373,http://facebook.com/profile.php?id=100063607526965
Key Palace Theater/Key Diner,765-369-4069,123 S Meridian St Redkey IN 47373,http://facebook.com/keypalace
Corner Store Vintage - Mid-Century and Beyond West ,765-578-0142,100 S Meridian Street Redkey IN 47373,http://facebook.com/profile.php?id=100063607526965
Blue Willow House,812-432-3330,9960 Front St Dillsboro IN 47018,http://facebook.com/homedecor.events
Elizabeth's Keepsakes Antiques ,765-938-3071,237 N Main St Rushville IN 46173,http://www.facebook.com/ElizabethsKeepsakes
Countryside Antique Mall,765-436-7200,4889 N Us Highway 52 Thorntown IN 46071,http://Facebook.com/countrysideantiquemall
Jakes Antiques,765-664-9765,1440 W Winona Ave Marion IN 46952,http://facebook.com/jakesantiques/
Redkey Junktion,260-729-7040,123 W High Street Redkey IN 47373,http://facebook.com/Redkeyjunktion
Council Oak Antiques,574-247-6983,50981 Indiana State Route 933 South Bend IN 46637,http://Facebook.com/CouncilOakAntiques
Mama's Pink House Antiques,317-512-6878,408 S Harrison St Shelbyville IN 46176,http://facebook.com/PinkHouseAntiques
Brown's Antiques & Lampshades,317-908-1396,315 N Fifth St Zionsville IN 46077,http://facebook.com/brownsantiquesandlamps
America's Antique Mall - Highland,219-237-2386,8311 Indianapolis Blvd Highland  IN 46322,http://Facebook.com/Americasantiquemallhighland
Yellow Moon Antique Mall,317-831-8599,10 W Main St Mooresville IN 46158,http://Facebook.com/Yellow-Moon-Antique-Moon-541920685866497
Serendipity Mercantile,812-767-6897,211 N State St North Vernon IN 47265,http://Www.Facebook.com/Serendipitymercantile.nv
Missy's and Sissy's Treasures,not available,569 N 13th St Terre Haute IN 47807,http://facebook.com/missysandsissystreasures
