Name,Phone,Address,Facebook
Fans & Stoves Antique Mall,904-354-3768,2270 Blanding Blvd Jacksonville FL 32210,http://facebook.com/FansStovesAntiqueMall
Lost Relics•Fine Antiques ,508-958-0807,233 SW Range Ave Madison FL 32340,http://www.facebook.com/LostRelics2019/
Vintage Marche,941-724-1197,2906 34th St S St Petersburg FL 33711,http://facebook.com/VintageMarche727/
Vintage Treasures,850-294-5131,110 E Dogwood Street Monticello FL 32344,http://www.facebook.com/vintagetreasures235monticello
Now & Then Mall,904-375-0454,420 College Dr  Ste 100 Middleburg FL 32068,http://facebook.com/nowandthenmall123
Antique Galleries of St. Petersburg,727-321-3331,450 34th St N St Petersburg FL 33713,http://www.facebook.com/AntiqueGalleriesofStPetersburgcom/
Treasure House Antiques & Collectibles,863-875-7921,232 6th Street NW Winter Haven FL 33881,http://facebook.com/treasurehousetwo
Magnolia Vintage Company,850-684-3091,8287 Navarre Pkwy Navarre FL 32566,http://facebook.com/profile.php?id=100090610933150
Antiques & Uniques Vintage Market,321-622-6445,1240 Sarno Road Melbourne FL 32935,http://www.facebook.com/antiquesanduniquesvintagemarket
Unique Antique Shop,772-460-3131,4559 North US Highway 1 Fort Pierce FL 34946,http://facebook.com/The-Unique-Antique-Shop-288425281168570/
Box of Delights & Antiques,813-395-6565,4822 Gall Blvd Zephyrhills FL 33542,http://www.facebook.com/boxofdelightsandantiques/
Zula's Antiques,941-729-9500,6441 US Hwy 19 Terra Ceia FL 34250,http://www.facebook.com/zulas.antiques.33/
Collectors Consortium,239-265-5328,25091 Bernwood Dr Ste 7 Bonita Spgs FL 34135,http://www.facebook.com/collectorsconsortium/
Strawberry House BnB,813-924-2000,805 North Wheeler Street Plant City FL 33563,http://www.facebook.com/StrawberryHousePC
Nook & Cranny,850-865-2976,676 Baldwin Ave Defuniak Spgs FL 32435,http://www.facebook.com/gentlyusedconsignment
Treasure Marts Hudson,813-947-3049,8202 State Road 52 Hudson FL 34667,unavailable
Collins Street Junction Antiques,813-659-2585,117 N Collins St Plant City FL 33563,http://www.facebook.com/COLLINSSTREETJUNCTION/
Stone Street Apothecary & Antiques,321-631-4959,17 Stone St Cocoa FL 32922,http://Facebook.com/17StoneStreet
Eco Relics,904-330-0074,106 Stockton St Jacksonville FL 32204,http://www.facebook.com/ecorelic/
Avonlea Antiques & Interiors,904-636-8785,8101 Philips Hwy Jacksonville FL 32256,http://www.facebook.com/AvonleaAntiques
Feed Store Antique Mall,941-729-1379,4407 Us Highway 301 N Ellenton FL 34222,http://www.facebook.com/feedstoreantiquemall
Levy County Quilt Museum,352-493-2801,11050 NW 10th Ave Chiefland FL 32626,http://www.facebook.com/levyquilts/
RMB's Arts and Antiques,352-631-7323,15434 County Line Rd Spring Hill FL 34610,http://facebook.com/rmbsartsandantiques
Blue Moon Antique Mall,850-455-7377,3721 W Navy Blvd Pensacola FL 32507,http://facebook.com/Bluemoonantiquemall
Renninger's Antique Center,352-383-8393,20651 US 441 Mount Dora FL 32757,http://facebook.com/RenningersFleaMarketandAntiqueCenter/
Stuart Antique Vintage Art Show,305-522-3315,2616 SE Dixie Hwy (A1A) Stuart FL 34996,http://Facebook.com/Stuart-Antique-Vintage-Art-Show-102714532363286
The Florida Native,352-569-4277,15 S Market Blvd Webster FL 33597,http://facebook.com/theflnative
DeFrance Indoor Flea Market, Antiques and Collectables,850-314-7500,230 Eglin Parkway SE Fort Walton Beach FL 32548,http://www.facebook.com/defrance.antiques
Oviedo Antique Mall,407-366-3668,95 Geneva Dr Oviedo FL 32765,http://www.facebook.com/pages/Oviedo-Antique-Mall/232120103567966
The Planters Exchange,not available,204 NW 2nd St Havana FL 32333,http://facebook.com/profile.php?id=100091562198266
The Mustard Seed Collection,352-854-0294,56 Se 1st Ave  Ste 102 Ocala FL 34471,http://www.facebook.com/themustardseedcollection/
Southern Comfort Antiques,863-439-4944,29119 Hwy 27 N Dundee FL 33838,http://facebook.com/SouthernComfortAntiques
Dunn's Attic & Rosie's Cafe ,386-673-0044,136 W Granada Blvd Ormond Beach FL 32174,http://www.facebook.com/dunnsattic/
Pik-itz Art & Antiques,850-710-7127,1922 Highway 87 Navarre FL 32566,http://facebook.com/pikitzartandantiques
Marketplace at Rivertown ,386-747-4061,114 S Woodland Blvd Deland FL 32720,http://facebook.com/marketplaceatrivertown
Archeo Gallery,305-294-3771,1208 Duval St Key West FL 33040,http://Facebook.com/ArcheoGallery
Memory Lane Antiques and Collectables,850-577-1045,1425 N Monroe St Tallahassee FL 32303,unavailable
The Treasure Box,850-238-9598,1711 Thomas Dr Panama City Beach FL 32408,http://Facebook.com/ccmatthetreasurebox
Paradise Vintage Market,239-841-0423,13821 N Cleveland Ave Fort Myers FL 33903,http://www.facebook.com/Paradisevintagemarket/
The Coop Antiques,407-366-7705,97 Geneva Drive Oviedo FL 32765,http://www.facebook.com/thecoopantiques
Jewel Antique Mall,727-585-5568,2601 Jewell Rd Belleair Blf FL 33770,http://facebook.com/AntiquesatJewel/
Chiefland Farmers Flea Market,352-493-2022,1206 N Young Blvd Chiefland FL 32626,unavailable
In One Era,305-393-5053,227 Petronia St. Key West FL 33040,http://Facebook.com/inoneera
DeFrance Antiques on Beal,850-865-5658,74B Beal Parkway NW Fort Walton Beach FL 32548,http://facebook.com/defranceonbeal
James & Jeffrey Antiques - Showroom,561-832-7987,3713 S Dixie Hwy West Palm Beach FL 33405,unavailable
Flutterby Antiques, Uniques & Gifts,850-269-3200,209 Main St Destin FL 32541,http://www.facebook.com/flutterbyantiques
Wilding’s Antiques & Collectibles,352-816-9844,1812 Ne Jacksonville Rd Ocala FL 34470,http://Facebook.com/wildingsantiques
Herlong Mansion,352-466-3322,402 Ne Cholokka Blvd Micanopy FL 32667,unavailable
Wren Wood Antiques,352-595-5555,302 NE Cholokka Blvd Micanopy FL 32667,http://facebook.com/profile.php?id=100089924214851
Treasure Marts Mt Dora,813-830-8599,2728 W. Old Hwy 441 Mount Dora FL 32757,http://facebook.com/profile.php?id=100063895244064
Angevine's Jewelry & Fine Silver ,386-734-8553,2899 S Woodland Blvd Deland FL 32720,http://www.facebook.com/Angevines-Deland-664072993649128/
90 Miles to Cuba,305-292-1333,616 Green St. Key West FL 33040,http://facebook.com/pages/90-Miles-to-Cuba/126036847449821
Webb's Antique Mall,386-758-5564,245 SW Webbs Glen Lake City FL 32024,http://facebook.com/webbsantiquemall
Auctions by Adkins ,352-389-4688,17020 SE County Road 234 (Exit 374 @ I-75) Micanopy FL 32667,unavailable
Wildwood Antique Mall of Wildwood,352-330-2800,364 Shopping Center Drive Wildwood FL 34785,http://facebook.com/wamwildwood/
Glass, Antique or Not,863-491-0100,127 W Oak St Arcadia FL 34266,http://Facebook.com/Glass-Antique-or-Not-100746498404133
Funky Pumpkin ,850-520-4429,203 Live Oak Ave W DeFuniak Springs FL 32435,http://www.facebook.com/funkypumpkinvintagemarket
Antique City Mall,352-389-4688,17020 SE County Road 234 (Exit 374 @ I-75) Micanopy FL 32667,http://www.facebook.com/antiquecitymall/
Castaways Vintage to Modern,904-672-7705,4201 St. Johns Ave. Jacksonville FL 32210,http://facebook.com/castawaysvtm
Micanopy Outpost,352-466-0010,205 Northeast Cholokka Blvd Micanopy FL 32667,http://www.facebook.com/micanopyoutpost/
Vero Beach Extravaganza - Florida,941-697-7475,7955 58th Avenue Vero Beach FL 32967,unavailable
Live Oak Antique Mall,386-719-0384,221 West Howard Street Live Oak FL 32064,http://facebook.com/liveoakantiquemall/
Fran's Interior Treasures,386-675-6534,1439 N Us Highway 1  Ste A5 Ormond Beach FL 32174,unavailable
Restless Mommas,352-281-8934,206 Northeast Cholokka Blvd Micanopy FL 32667,unavailable
America's Antique Mall - Melbourne,321-751-2480,850 N Apollo Blvd Melbourne FL 32935,http://www.facebook.com/americasantiquemallmelbourne
Touch of Grace Galleria Shop,352-478-1764,956 Se State Road 100 Keystone Hgts FL 32656,http://facebook.com/Touch-of-Grace-Galleria-381233796020606/
Two Sisters Vintage,352-629-5833,540 Ne 14th St Ocala FL 34470,http://www.prod.facebook.com/pg/twosistersvintagethrift/posts/
Oooodles Antiques,850-453-2050,3733 W Navy Blvd Pensacola FL 32507,http://www.facebook.com/oooodlesantiques
Traditions Antique Mall,352-748-6255,3107 E State Road 44 Wildwood FL 34785,http://www.facebook.com/traditions.antique.mall2020/
Blessed & Distressed Vintage,941-896-8800,615 59th St W Bradenton FL 34209,http://facebook.com/Blessed-Distressed-Vintage-Bradenton-FL-223690638200109
Porters Corner Antiques,850-520-4621,87 US Hwy 331 North DeFuniak Springs FL 32433,http://facebook.com/PortersCornerDeFuniak
Dusty Rose Antique Mall,321-567-4580,1101 S Washington Ave Titusville FL 32780,http://facebook.com/dustyroseantiquemall
Treasure Marts Eustis,352-602-7536,349 Plaza Drive Eustis FL 32726,unavailable
Cool Treasures Antiques & Collectibles,786-561-1008,9841 East Fern Street Palmetto Bay FL 33157,unavailable
Sugar Bear Antiques Mall,904-886-0393,3047 Julington Creek Rd Jacksonville FL 32223,http://facebook.com/sugarbearmall/
Vault 46,850-520-4554,46 S 8th St DeFuniak Springs FL 32435,http://www.facebook.com/vault46defuniak
Hillsboro Antique Mall,954-571-9988,2900 West Sample Road Pompano Beach FL 33073,http://www.facebook.com/pages/Hillsboro-Antique-Mall/114168925292123
Rivertown Mercantile,850-674-1311,20721 Central Avenue East Blountstown FL 32424,http://www.facebook.com/Rivertown-Mercantile-548801625248963/
JEMsOriginals LLC,352-318-3193,214 NE Cholokka Blvd Micanopy FL 32667,http://Facebook.com/JEMsOriginals
Back Door Antiques,352-528-0769,36 E Noble Ave Williston FL 32696,http://www.facebook.com/BackDoorAntiquesWillistonFL/
The Linen Room - Lightner Museum Courtyard ,904-824-9948,75 King St Ste 113 St Augustine FL 32084,unavailable
Sea Store,305-587-6048,518 Fleming St Key West FL 33040,http://Facebook.com/seastorekeywest
Eyeing the Past,239-275-8885,1936 Commercial Dr Fort Myers FL 33901,http://facebook.com/profile.php?id=100092558205607
The Vintage Vine Market,941-928-0776,424 9th Street East Bradenton FL 34208,http://facebook.com/thevintagevinemarket
Hidden Treasures,352-212-9074,41 Nw Us Highway 19 Crystal River FL 34428,http://facebook.com/profile.php?id=100087429156179
Main Street Antiques,352-323-1952,606 West Main St Leesburg FL 34748,http://facebook.com/leesburgmainstreetantiques
Old Time Antiques & More,850-398-5225,572 S Main St Crestview FL 32536,http://www.facebook.com/OldTimeAntiques/
Titusville Antique Mall,321-225-8663,3550 S Washington Ave Titusville FL 32780,http://facebook.com/titusvilleantiquemall/
Lloyds of Lakeland Antiques,863-682-2787,301 N Kentucky Ave Lakeland FL 33801,http://Facebook.com/lloydsoflakeland
Smiths Antiques Mall,850-654-1484,12500 Emerald Coast Pkwy W Miramar Beach FL 32550,unavailable
James & Jeffrey Antiques - Pavilion,561-832-1760,3619 S Dixie Hwy West Palm Beach FL 33405,unavailable
Antique Emporium,352-591-1221,17990 Nw 77th Ave Reddick FL 32686,http://www.facebook.com/antiqueemporiumfl/
The Bird Nest Vintage Market,386-454-2200,18568 High Springs Main St High Springs FL 32643,http://www.facebook.com/thebirdnestvintagemarket
Betty’s Antiques,321-951-2258,2001 Melbourne Ct Melbourne FL 32901,unavailable
Carousel Workshop,352-669-6449,By Appoinment Only Deland FL 32720,http://www.facebook.com/pages/Carousel-Workshop/211148052230512
Gannons Antiques and Art Mall,239-489-2211,16521 S Tamiami Trl Fort Myers FL 33908,http://www.facebook.com/GannonsAntiquesAndArt/
Rustic Reflections,850-306-1500,267 N Main St Crestview FL 32536,http://www.facebook.com/rusticreflectionscrestview
West Palm Beach Antiques Festival - Florida,941-697-7475,9067 Southern Blvd Lakeland FL 33411,http://facebook.com/WPBAF
State Theatre Antiques,813-394-3333,111 W J Adren Mays Blvd Plant City FL 33563,http://facebook.com/The-State-Theatre-Antiques-202040079822964/
T and B Hidden Treasures,850-768-0272,1215 Jackson Ave Chipley FL 32428,unavailable
Island Antiques,305-294-0029,536 Fleming St Key West FL 33040,http://Facebook.com/islandantiqueskw
Duck And Dolphin Antiques,305-295-0499,601 Fleming St Key West FL 33040,http://facebook.com/Duck-Dolphin-Antiques-165263193500653/
Heritage Antiques aka The Old Wander Inn,352-563-5597,103 Nw Us Highway 19 Crystal River FL 34428,http://www.facebook.com/HeritageAntiquesakaTheOldWander/
Southern Crossing Antique Mall,904-384-1757,2718 Park St Jacksonville FL 32205,http://www.facebook.com/southerncrossingantiquemall/
Elemental Art Florida,239-841-0423,13821 N Cleveland Ave Fort Myers FL 33903,http://Facebook.com/elementalartflorida
Duval Cottage Antiques,386-365-4932,946 East Duval St Lake City FL 32025,unavailable
Sarasota Salvage,941-955-6699,1093 Central Ave Sarasota FL 34236,http://www.facebook.com/SarasotaSalvage/
Friggers and Treens,850-866-4269,1711 Thomas Drive Panama City Beach FL 32408,http://Facebook.com/Friggers-and-treens-105246327877211
Porter Auctions, Inc,850-520-4621,87 US Hwy 331 North DeFuniak Springs FL 32433,http://www.facebook.com/porterauctions
