Name,Phone,Address,Facebook
Greshville Antiques and Fine Art,610-367-0076,1041 Reading Ave Boyertown PA 19512,http://facebook.com/Facebook.com/Greshville-Antiques-and-fine-arts-155439824481408
Fulmer House Books & Collectibles,814-226-5969,703 Wood St Clarion PA 16214,http:///www.facebook.com/FulmerHouseBooksandCollectibles/
Pennsbury Chadds-Ford Antique Mall,610-388-1620,640 Baltimore Pike Chadds Ford PA 19317,http://facebook.com/people/Pennsbury-chadds-antiques/100063790800836/
Renninger's Antique Market,570-385-0104,2500 North Reading Road Denver  PA 17517,http://www.facebook.com/Renningers/
Black Rose Antiques Hanover,717-632-0689,1100 Eichelberger St Hanover PA 17331,http://facebook.com/BlackRoseNorthHanoverMall
Kensington Court Antiques,412-367-1404,3464 Babcock Blvd Pittsburgh PA 15237,http://facebook.com/Kensington-Court-Antiques-210381539129685/
Co-Op in the Cove,717-547-5225,1629 State Rd Duncannon PA 17020,http://www.facebook.com/COOPINTHECOVE/
Strasburg Antique Market,717-687-5624,207 Georgetown Rd Strasburg PA 17579,http://facebook.com/StrasburgAntiqueMarket
Zeke’s Antiques,570-542-2428,559 Salem Blvd Berwick PA 18603,http://www.facebook.com/CircaCool
Grapevine Antiques and Craft Mall,570-992-4525,137 Erin Lane (behind CVS pharmacy) Brodheadsville PA 18322,http://www.facebook.com/Grapevine-Antiques-Crafts-Mall-110492035653443/
Stitch In Time Antiques & Gifts,717-589-7810,43 N Market Street Millerstown PA 17062,http://facebook.com/Stitchintimeantiques
Altland House Inn  ,717-259-9535,1 Center Sq Abbottstown PA 17301,unavailable
Renninger's Antique and Farmer's Market,570-385-0104,740 Noble Street Kutztown PA 19530,http://www.facebook.com/RenningersKutztown/
Frazer Antiques,610-651-8299,351 Lancaster Ave Frazer PA 19355,http://facebook.com/FrazerAntiques/
On & On Marketplace,570-504-6992,1138 Capouse Ave Scranton PA 18509,http://www.facebook.com/onandonmarketplace/
Brownstone Colonial Inn,717-278-2560,590 Galen Hall Rd Reinholds PA 17569,http://facebook.com/Brownstone-Colonial-Inn-Bed-and-Breakfast-117308571621118/
The Antiques Loft,717-626-4520,756 Rothsville Rd Lititz PA 17543,http://facebook.com/people/The-Antiques-Loft/100075549081164/
Central Station Marketplace and Antiques,570-815-0746,1259 Providence Rd Scranton PA 18508,http://facebook.com/centralstationmarketplace/
Vintage Secrets Antique Mall,724-745-0200,101 S Central Ave Canonsburg PA 15317,http://Facebook.com/vintagesecretscanonsburg
Taleweavers Chair Caning /Wicker Repair,814-602-4117,2320 Powell Ave  # 16506 Erie PA 16506,http://www.facebook.com/taleweavers2000/
Hidden Treasures Antique Mall,610-659-0067,1176 Middletown Rd Media PA 19063,http://facebook.com/hiddentreasuresgville/
Mad Hatter Antique Mall ,717-484-4159,61 Willow Street Adamstown PA 19501,http://facebook.com/MadHatterAntiqueMall
Modern Yesterdays,724-502-4800,3770 Gibsonia Road Gibsonia PA 15044,http://facebook.com/ModernYesterdaysBoutique/
Barn Door Antiques,570-595-3418,340 Route 390 Cresco PA 18326,http://www.facebook.com/thebarndoorantiques/
Plum Pudding Antiques, Etc,717-484-4019,4 N Village Circle Adamstown PA 19501,http://facebook.com/Plum-Pudding-Antiques-etc-521176121408775
Cricket's Antiques & Garden Market,610-942-7500,1641 Horseshoe Pike Glenmoore PA 19343,http://facebook.com/cricketsantiquesandgardenmkt
Yesteryear Antique Center of Hanover,717-637-1612,441 Pine St Hanover PA 17331,http://facebook.com/YesteryearAntique/
Antique Village of Strasburg,717-687-9813,227 Hartman Bridge Rd Ronks PA 17572,http://facebook.com/antiquevillageofstrasburg
Ardmart Antiques,610-558-4411,1102 Naamans Creek Rd Garnet Valley PA 19060,http://facebook.com/ardmartantiques
Wexford General Store Antiques,724-935-9959,150 Church Rd Wexford PA 15090,http://www.facebook.com/Wexford-General-Store-Antiques-149021908469597/
Olde Engine Works Antiques,570-421-4340,62 N 3rd St Stroudsburg PA 18360,http://www.facebook.com/oldeengineworksmarketplace
272 Antiques & Collectibles Marketplace,717-336-0888,1300 N Reading Rd Stevens PA 17578,http://Facebook.com/272-Antiques-Collectibles-Marketplace-442091179181913
Heritage Antique Center,717-484-4646,2750 N Reading Rd Reinholds PA 17569,http://facebook.com/Heritage-Antique-Center-107156591944489/
Gallimaufry Antiques,717-484-0527,13 N Village Circle Stoudtburg Village Adamstown PA 19501,unavailable
Dunn’s Antiques,724-316-9550,1278 Perry Hwy Portersville PA 16051,http://www.instagram.com/dunnsantiques/
Adamstown Antique Mall,717-484-0463,3014 N Reading Rd Adamstown PA 19501,http://facebook.com/AdamstownAntiqueMall
Den of Antiquity & Vintage Christmas Shop,610-459-2208,1350 Middletown Rd Glen Mills PA 19342,http://facebook.com/GradyvilleDenofAntiquities/
Olde Brick House Shoppes,717-203-1462,9 Owl Hill Rd Lititz PA 17543,http://facebook.com/brickhouseshoppes
Country Loft Antiques,717-687-7787,215 Hartman Bridge Rd Ronks PA 17572,http://facebook.com/antiquescountryloft
D & L Treasures,717-624-3231,411 Lincoln Way W New Oxford PA 17350,http://facebook.com/DL-Treasures-1827076867373974
Ball & Ball Antique Reproduction Hardware,610-363-7330,463 W Lincoln Hwy Exton PA 19341,http://facebook.com/BallBallantique
Time Matters Antique Mall,717-484-1514,2664 N Reading Rd Reinholds PA 17569,http://www.facebook.com/Time-Matters-Antiques-102931262160454
Shrewsbury Antique Center,717-235-6637,65 N Highland Dr Shrewsbury PA 17361,http://facebook.com/shrewsburyantiquecenter
Babcock Trading Co.,412-536-3935,3501 Babcock Blvd Pittsburgh PA 15237,http://facebook.com/babcocktradingcompany/
Laughlintown Antique Mall,724-238-7533,1327 Lincoln Hwy Laughlintown PA 15655,http://www.facebook.com/Laughlintown-Antique-Mall-194728167324242/
The Duff House,859-533-0992,unavailable,unavailable
374 Vintage & More,570-351-4674,4180 SR 374 Lenoxville PA 18446,http://facebook.com/374Vintage
The Lincoln Highway Hub,412-349-8499,1404 Lincoln Hwy North Versailles PA 15137,http://www.facebook.com/The-Lincoln-Highway-HUB-1672045706410880/
Schoolhouse Rocks Antiques,412-742-2754,1069 Sun Valley Rd Irwin PA 15642,http://www.facebook.com/schoolhouserocksantiques
Likely Treasures at Pittsburgh Antique Shops,412-983-4559,1116 Castle Shannon Blvd Castle Shannon PA 15234,http://facebook.com/likelytreasures
