Name,Phone,Address,Facebook
East Fork Mall,972-226-2704,613 Us Highway 80 E  Ste A Sunnyvale TX 75182,http://Facebook.com/eastforkmall
Rusty Chippy Show,936-661-2545,64 FM 2550 Huntsville TX 77320,http://Facebook.com/RustyChippy
Horton Antiques,806-293-7054,607 Broadway Plainview TX 79072,http://www.facebook.com/pages/Horton-Antiques/231168306900044
Reece Antiques,713-703-2923,1221 Sam Houston Ave Huntsville TX 77340,http://facebook.com/Reece-Antiques-381466962219358
The Attic & Rabbit Hole Antiques,979-822-7830,118 S Bryan Ave Bryan TX 77803,http://facebook.com/RabbitHoleAntiques
The Shops On Main, Kilgore,903-984-9840,213 E Main St Kilgore TX 75662,http://Facebook.com/theshopsonmainkilgore
Red Barn Antiques & More,214-546-8021,305 W Madison St Waxahachie TX 75165,http://www.facebook.com/Hachieredbarnfleamarket
Treasure Cove Mall,903-586-6140,118 E Commerce Street Jacksonville TX 75766,unavailable
Southern Revival Marketplace,214-463-5270,500 W Main St  # 101 Waxahachie TX 75165,http://Facebook.com/southernrevivalantiques
Carmine Trading Post,979-278-4040,248 Centennial St # 48 Carmine TX 78932,http://facebook.com/CarmineTradingPost/
Jackie's Antiques,254-435-2892,122 W Morgan Meridian TX 76665,unavailable
Bill Moore Antiques,760-587-1300,1903 Spur 458 Carmine TX 78932,http://facebook.com/BillMooreAntiques
Antiques II,903-845-6493,112 S Main St Gladewater TX 75647,unavailable
Texas Trails Antiques & Marketplace,512-237-1180,213 Main St Smithville TX 78957,http://Facebook.com/texastrails213
Rose of Texas Antique Show,580-263-0145,4345 Hwy 237 Warrenton TX 78954,unavailable
Walker Manor Bed and Breakfast,903-845-7054,214 E Commerce Ave Gladewater TX 75647,http://facebook.com/Walker.manor/
Wells Creek Crossing,903-724-1220,305 E. Crawford St. Palestine TX 75801,http://facebook.com/wellscreekcrossing/
Antiques Etc. Gallery,254-717-0644,303 N Magnolia St Hubbard TX 76648,unavailable
Play It Again/Granny's Antiques & Collectibles,806-296-9405,1706 W 7th St Plainview TX 79072,http://www.facebook.com/pages/Play-It-AgainGrannys-Antiques/344164052404220
Elmwood Antiques Center,325-670-0400,3910 S 7th Street Abilene TX 79605,http://facebook.com/elmwoodantiquecenter
Amazing Grace Antiques,936-634-7223,205a E Frank Ave Lufkin TX 75901,http://Facebook.com/amazinggraceantiques
Ystation,770-940-4002,212 North Hwy 237 Carmine TX 78932,http://facebook.com/ystationcarmine
Uptown Vintage,936-439-6595,1900 Normal Park Dr Huntsville TX 77340,http://Facebook.com/uptownvintage
Here We Go Again,512-762-5021,205 North East Loop 230 Smithville TX 78957,http://www.facebook.com/Here-We-Go-Again-109437033870518
Alamo Street Marketplace,361-526-7044,201 N Alamo St (Hwy 77) Refugio TX 78377,http://Facebook.com/FromOldToSoldRefugioTX
Antique Gallery Lewisville,972-219-0474,1165 S Stemmons Fwy  Ste 128 Lewisville TX 75067,http://facebook.com/The-Antique-Gallery-of-Lewisville-107178229306200
A Touch of Class Antique Mall,903-891-9379,118 W Lamar St Sherman TX 75090,http://facebook.com/ATouchOfClassAntiqueMall
A Nitsch In Time,936-436-0265,1108 11th St Huntsville TX 77340,http://facebook.com/pages/A-Nitsch-In-Time/296841633709526
Spring Antique Mall,281-355-1110,1609 Spring Cypress Rd Ste D Spring TX 77388,http://facebook.com/pages/Spring-Antique-Mall/368627537745
Telico Treasures,972-268-0282,1776 Old Telico Rd Ennis TX 75119,http://www.facebook.com/TelicoTreasures/
Olde Czech Corner,254-826-4094,130 N Main St West TX 76691,unavailable
Sam Houston Antique Mall,936-295-7716,1210 Sam Houston Ave Huntsville TX 77340,http://Facebook.com/sam-houston-antique-mall-163756180319220
Pearl and Partridge,not available,unavailable,http://www.facebook.com/pearlandpartridge
New Braunfels Auction Company & Gallery 46,830-625-2559,870 S State Highway 46  A New Braunfels TX 78130,http://Facebook.com/The-New-Braunfels-Auction-Company-Gallery-46-103275524537803
Hickory Street Emporium,903-517-9988,122 Bonham St Paris TX 75460,http://Facebook.com/HickoryStreetEmporium
Corner of Time Antiques & Collectibles Mall,979-822-7400,118 N Bryan Ave Bryan TX 77803,http://Facebook.com/Corner-of-Time-Antiques-Collectibles-Mall-125732074148909
Farmhouse,972-938-9090,308 S College St Waxahachie TX 75165,http://www.facebook.com/farmhouse308/
Westside Antique Marketplace,817-244-4148,12301 Camp Bowie West Blvd Aledo TX 76008,http://facebook.com/Westside-Antique-Marketplace-293339494529044
Gingerbread Antiques,972-937-0968,310 S College St Waxahachie TX 75165,http://www.facebook.com/GingerbreadAntiquesTX
Parker Square Mall,903-389-3609,503 East Commerce Street Fairfield TX 75840,http://www.facebook.com/Parker-Square-Mall-1902398356670340
814 Main,979-446-9863,814 E Main St Madisonville TX 77864,http://facebook.com/people/814-MAIN/100081589315336
Grand Central Station Antiques Mall LLC,806-747-6206,4020 Avenue Q Lubbock TX 79412,http://facebook.com/Grand-Central-Station-444094595780963/
The Shabby Chic Trading Post,903-557-2392,191 Bremond St Timpson TX 75975,http://www.facebook.com/The-Shabby-Chic-106292151140192/
Alley Katz Antique Emporium,806-342-5432,2807 SW 6th Ave Amarillo TX 79106,http://Facebook.com/alleykatzantiques.tx
Texas Ivy Antiques,806-373-1427,3511 SW 6th Ave Amarillo TX 79106,http://facebook.com/texasivyantiques/
Antique Gallery of Mesquite,972-270-7700,3330 N Galloway Ave  Ste 225 Mesquite TX 75150,http://facebook.com/The-Antique-Gallery-of-Mesquite-131281536904750
Old Town Vintage & More,903-221-6233,306 N Sycamore Palestine TX 75801,http://facebook.com/otvpaltx/
The Whoopee Bowl Antique Mall,800-253-9837,9010 N Desert Blvd Canutillo TX 79835,http://www.facebook.com/WhoopeeBowlAntiques
Rustic Windmill - A Vintage Inspired Marketplace,432-262-0985,2032 W Cuthbert Ave Midland TX 79701,http://www.facebook.com/RusticWindmill1/
Armadillo Antiques N More,210-236-5340,7243 Blanco Rd San Antonio TX 78216,http://facebook.com/Armadillo-Antiques-N-More-in-San-Antonio-107297734134046
Salado Creek Antiques,254-947-1800,511 N. Stagecoach Rd. Salado TX 76571,http://www.facebook.com/saladocreekantiques/
The Carmine Dance Hall Antique Show ,713-266-0060,300 N Haupststrasse Carmine  TX 78932,unavailable
Kellye Hubbell Interiors,281-793-5145,unavailable,http://facebook.com/KellyeHubbellInteriors
Company B,979-220-3474,506 Main Calvert TX 77837,http://facebook.com/companyBcalvert
Antique Gallery Round Rock,512-218-4290,1601 S Interstate 35  Ste 400 Round Rock TX 78664,http://facebook.com/Antique-Gallery-Round-Rock-191663890848810
Wall Street Antiques,432-689-8852,3712 W Wall St Midland TX 79703,http://www.facebook.com/WALLSTREETANTIQUESMIDLAND
The Fox Antique Mall,817-401-5199,100 E Harrell Cleburne TX 76031,http://facebook.com/thefamtx
Huntsville Antique Show,936-661-2545,64 FM 2550 Huntsville TX 77320,http://facebook.com/huntsville.antiqueshow/
Shady Villa Hotel,254-947-5111,416 S Main St Salado TX 76571,http://www.facebook.com/stagecoachinn.salado/
Bard & Hallow: Art, Antiques, and Salvage,325-203-9315,404 E Wallace St San Saba TX 76877,http://www.facebook.com/bardandhallow
KINCL House of Antiques, LLC,512-309-4744,200 W 2nd St Taylor TX 76574,http://facebook.com/KINCL-House-of-Antiques-LLC-103634588476862/
Livingston Trade Days,936-327-3656,925 HIGHWAY 59 LOOP N Livingston TX 77351,http://facebook.com/Livingston-Tx-Trade-Days-1718390318426972
Larry Jackson Fine Art & Antiques,830-997-0073,201 E San Antonio St Fredericksburg TX 78624,http://facebook.com/LarryJacksonAntiques/
Sparrow Lane,979-485-9799,205 S Main St Bryan TX 77803,http://facebook.com/shopsparrowlane
Star of Texas Antiques,903-723-6363,107 W Oak St Palestine TX 75801,unavailable
A-Marie's Market on 67,903-717-8208,1306 W 16th St Mt Pleasant TX 75455,http://facebook.com/themarketon67
E. 6th Street Relics & Antiques,512-863-7969,314 E 6th St Georgetown TX 78626,http://www.facebook.com/pages/E-6th-Street-Relics-Antiques/673345952675903
County Line Antique Show ,760-587-1300,1903 Spur 458 Carmine TX 78932,http://facebook.com/Countylineantiqueshow/
Round Top Vintage Market,281-731-5132,1235 North Hwy 237 Round Top TX 78954,http://facebook.com/roundtopvintagemarket
Village Mill Antiques,254-947-3775,702 N Main St Salado TX 76571,http://www.facebook.com/VillageMillAntiques/
