Name,Phone,Address,Facebook
South Pittsburg Antiques,423-837-5439,224 South Cedar Ave South Pittsburg TN 37380,http://www.facebook.com/SouthPittsburgAntiques/
Miss Lucille's Marketplace,931-896-1700,2231-L Madison Street Clarksville TN 37043,http://www.facebook.com/misslucillesmarketplace
Iron Pig Antiques,615-563-5375,103 N Cannon St Woodbury TN 37190,http://facebook.com/IronPigAntiques
Legacy Haus ,931-650-1321,104 West Walnut Street Smithville  TN 37166,unavailable
Shelton Lane Antiques,931-728-5525,100 Shelton Lane Manchester TN 37355,http://www.facebook.com/Shelton-Lane-Antiques-120843758016498/
River Mountain Antiques and Primitives,423-247-8663,120 Broad St Kingsport TN 37660,http://www.facebook.com/River-Mountain-Antiques-115638591828499
The Antique Market,865-463-8699,305 Market St Clinton TN 37716,http://facebook.com/theantiquemarketinclinton/
Abandoned Antiques,901-317-9137,8323 US Highway 51 N Millington TN 38053,http://www.facebook.com/AbandonedAntiquesTN
Bears Valley Antiques,865-207-2461,3360 Wears Valley Rd Sevierville TN 37862,http://facebook.com/Bears-Valley-Antiques-428440447353021
Yesterday's Treasures,931-808-0124,105 Public Sq W Shelbyville TN 37160,http://facebook.com/yesterdaystreasures.onthesquare
The Shoppes at Roper Mansion,865-484-1237,218 W Main St Dandridge TN 37725,unavailable
Re-Invintage Home,615-617-5632,3781 Franklin Rd Murfreesboro TN 37128,http://facebook.com/reinvintagehomeTN
Historic Clinton Antiques,865-264-4258,356 Market St Clinton TN 37716,http://facebook.com/HistoricClintonAntiques
aquaTreasures Estate Center, Marketplace and Auction,901-488-0640,3455 Summer Ave Memphis TN 38122,http://facebook.com/antiquesmemphis
Outside The Box,731-221-1717,185 S Washington St Ripley TN 38063,http://facebook.com/outsidetheboxripleytn
Lillie and Blanche,not available,200 E Public Sq Centerville TN 37033,http://facebook.com/Lillie-and-Blanche-111921234645854/
Jon English Antique Sports and Cards ,931-492-4304,204 E Depot St Shelbyville TN 37160,http://facebook.com/jonenglishantiquesportsandcards
Duck Crossing,423-518-1858,515 E Elk Avenue Elizabethton TN 37643,http://facebook.com/duckcrossingelizabethton
Granny's Attic,865-264-4667,341 Market St Clinton TN 37716,http://www.facebook.com/Grannys-Attic-Antiques-63980770828
Out of the Past Antiques & Collectibles,931-645-5612,436 Boillin Lane Clarksville TN 37040,http://www.outofthepastantiquesandcollectibles.com/blog.html
Nashville Flea Market,615-862-5016,401 Wingrove Street Nashville TN 37203,http://www.facebook.com/nashvillefleamarket
West Side Antiques,931-251-3109,115 Main Ave S Fayetteville TN 37334,http://www.facebook.com/westsideantiques
Clinch River Mercantile,865-463-7954,428 Eagle Bend Rd Clinton TN 37716,http://www.facebook.com/pages/Allee Antiques/125157677538663
Burrville Antiques,865-269-4522,355 Market St Clinton TN 37716,http://www.facebook.com/pages/Burrville-Antiques/1024262397602048
Gassaway Market Antiques and Gifts ,615-464-5710,217 Gassaway Main Street Gassaway TN 37095,http://facebook.com/pagescategoryAntique-StoreGassaway-Market-Antiques-Gifts-101914844676360
Murfreesboro Antique Show,601-906-3015,1660 Middle Tennessee Blvd Murfreesboro TN 37130,http://facebook.com/murfreesboroantiquesshow
Rivermill Antiques, etc.,865-977-0810,4618 E Lamar Alexander Pkwy Walland TN 37886,http://www.facebook.com/RivermillAntiques
Magnolia Jade B and B,931-267-3099,306 Main Street Baxter TN 38544,unavailable
Attic Trinkets & Treasures,615-613-2800,11780 Lebanon Rd Mt Juliet TN 37122,http://Facebook.com/attictrinketsandtreasures
Buffalo Creek Antiques & Collectibles,865-498-4026,216 Cross Pike Road Clinton TN 37716,http://www.facebook.com/BuffaloCreekAntiques/
Country Mill Crafts & Antiques,865-453-3035,3333 Parkway Pigeon Forge TN 37863,unavailable
Presswood Antiques ,423-479-4460,3350 N Ocoee St Cleveland TN 37312,http://facebook.com/Presswoods-Vintage-Antiques-154854424552044/
Clinch River Spring Antique Fair,865-457-5250,320 N Main St Clinton TN 37716,unavailable
Green Olde Deal Antique Mall,865-446-4336,1442 Winfield Dunn Parkway Sevierville TN 37876,http://facebook.com/greenoldedealantiquemall
Creekside Farm Antiques & Restoration,931-648-2540,1057 Belmont Rd Clarksville TN 37040,http://facebook.com/CreeksideFarmAntiques
A to Z Mantiques,931-863-7666,6048 South York Highway Clarkrange TN 38553,unavailable
Sissy's Antiques and Interiors,931-438-7169,208 Main Ave S Fayetteville TN 37334,http://facebook.com/Sissys-Antiques-Interiors-160465403974668/
Downtown Antiques Boutique,931-954-6063,109 N Irwin St Manchester TN 37355,unavailable
South Front Antiques,901-527-0109,374 S Front St Memphis TN 38103,http://www.facebook.com/ArchitecturalSalvage
Heartland Antiques,865-429-1791,1441 Winfield Dunn Pkwy Sevierville TN 37876,unavailable
Madeline's Antiques & Uniques,931-312-0928,6107 Murfreesboro Hwy Manchester TN 37355,http://www.facebook.com/MandelinesAntiquesAndUniques
The Kitchen at Grace Meadows,423-297-9199,170 John France Rd Jonesborough TN 37659,http://facebook.com/TheKitchenAtGMF
Manchester Antique Mall,931-728-4007,410 Woodbury Hwy Manchester TN 37355,http://www.facebook.com/antiquemallcroossroadtradingco
Callaway Antiques,423-336-5694,8850 Hiwassee Street Charleston TN 37310,http://www.facebook.com/callawayantiques
Action Antique Barn,865-365-3026,2189 Winfield Dunn Pkwy Sevierville TN 37876,http://www.facebook.com/Action-Antique-Barn-716163795150375/
A Moment In Time Antiques and Collectibles,901-213-9343,5855 Summer Ave Memphis TN 38134,http://facebook.com/AmomentintimeLLCAntiques
Baileyton Antique Mall,423-525-1220,50 Bailey St Greeneville TN 37745,http://Facebook.com/baileytonantiquemall
Red Barn Antiques,731-240-1368,2150 Highway 70 E Jackson TN 38305,http://www.facebook.com/redbarnantiquesTN/
Fiddlers Antiques Show - The Tennessee Fairgrounds ,740-998-5300,500 Wedgewood Ave S Nashville TN 37203,http://facebook.com/FiddlersAntiquesShow
HWY 111 Antiques Cast Iron & Collectibles,931-704-7035,1011 Old Static Rd Byrdstown TN 38549,unavailable
Jonesborough Antiques & Artisans,423-753-8301,115 E Main St Jonesborough TN 37659,http://www.facebook.com/Jonesborough-Antiques-Artisans-456971407736990/
Superlative Vintage & Antique Mall,865-469-9267,315 N Roane St Harriman TN 37748,http://facebook.com/superlativevintageantiquemall
The Garden Inn Bed & Breakfast,931-839-1400,1400 Bee Rock Rd Monterey TN 38574,unavailable
Bleu 32 Vintage Marketplace,931-548-3282,108 W 7th St Columbia TN 38401,http://facebook.com/bleu32
Cole's Country Store - BandB and Event Venue,931-349-2012,11710 Nashville Hwy Baxter  TN 38544,http://facebook.com/ColesStore
Baxter's Mercantile of Columbia,931-223-8085,808 S Garden St Columbia TN 38401,http://facebook.com/baxtersmercantile
Dirty Jane's Antiques,423-498-3003,1910 Dayton Blvd Chattanooga TN 37415,http://www.facebook.com/dirtyjaneschattanooga/
Butler's Antique Mall,731-421-8128,2213 Hwy 70 E Jackson TN 38305,http://facebook.com/Butlers-Antique-Mall-109694532460025
Larry's Antiques ,865-482-0046,394 Warehouse Rd Oak Ridge TN 37830,unavailable
The Purple Door Antiques and Uniques,615-427-8017,106 W Walnut St Smithville TN 37166,http://facebook.com/profile.php?id=100074208788197
Main Street Country Store,865-207-2538,138B West Main Street/Skywalk Morristown TN 37814,http://facebook.com/COUNTRYSTOREANTIQUES/
Rarebookster,931-261-7356,P.O. Box 2485 Cookeville TN 38502,unavailable
Antiques on 231,615-516-3777,320 S Cumberland St Lebanon TN 37087,http://facebook.com/Antiques-on-231-153724764682871
Dog Day Flea Market - Alex James,931-629-5885,30444 Gowan Road Ardmore TN 38449,unavailable
Patriot Resale & Collectibles,865-262-0877,1015 E Highway 11 E Jefferson Cty TN 37760,http://facebook.com/Facebook.compatriotresale
Yarbro's Antique Mall,731-664-6600,350 Carriage House Dr Jackson TN 38305,http://facebook.com/YarbrosAntiqueMall
Corner Antiques,865-457-5250,320 N Main St Clinton TN 37716,http://facebook.com/cornerantiquesclintontn
Columbia Antique Marketplace,931-982-6400,101 N James M Campbell Blvd Columbia TN 38401,http://facebook.com/Facebook.com/Columbia-Antique-Marketplace-115808313156197
The Springfield Antique Barn,not available,700 Willow St Springfield TN 37172,http://facebook.com/springfieldantiquebarn
2Storeys Antiques,931-446-7090,2983 Carter's Creek Station Rd Columbia TN 38401,http://www.facebook.com/2StoreysAntiques
Lucy Road Flea Market,901-353-2222,3037 Lucy Rd Millington TN 38053,http://facebook.com/lucyroadfleamarket
Sweetwater Antiques,423-351-9480,309 N Main St Sweetwater TN 37874,http://facebook.com/Sweetwater-Antiques-829627390545011
Oakes & Oliver's Modern Mercantile,423-667-7215,Main Street Monteagle TN 37356,http://facebook.com/Facebook.comoakesandolivers
Back In Time Antiques & Boutiques,731-435-1161,225 W Main St Henderson TN 38340,http://facebook.com/profile.php?id=100090421173146
Carters Creek Station Antiques,931-486-0405,2984 Carters Creek Station Rd Columbia TN 38401,http://facebook.com/Carters-Creek-Station-Antiques-184195261601097/
Fayetteville Antique Mall & Consignment,931-433-1231,112 College St E Fayetteville TN 37334,http://www.facebook.com/pages/Fayetteville-Antique-Mall-Consignment/349540055228493
Roberts Switch, Tennessee,334-430-9309,9589 Roberts Rd Silver Point TN 38582,unavailable
The Refindery on McCallie,423-697-1243,1300 McCallie Ave Chattanooga TN 37404,http://facebook.com/therefinderyonmccallie/
The Village Antiques  & Gifts,615-776-1200,7289 Nolensville Rd Nolensville TN 37135,http://www.facebook.com/pages/The-Village-Antiques-and-Gifts-NolensvilleTN/112817322080528
Cast + Found Vintiques,615-448-6586,126 N Main St Goodlettsville TN 37072,http://facebook.com/castandfoundvintiques
GasLamp Too,615-292-2250,128 Powell Place Nashville TN 37204,http://www.facebook.com/GasLampToo
Downtown Antiques,931-954-6063,109 N Irwin St Manchester TN 37355,http://facebook.com/profile.php?id=100089785107786
Rocking Horse Antique Gallery,931-456-4288,353 Chestnut Hill Rd Crossville TN 38555,http://facebook.com/rockinghorseantiquegallery/
M&M'S Tools, Antiques, & Marketplace,931-846-9070,115 S Main St Saint Joseph TN 38481,http://facebook.com/mmtoolsantiques
Rare Bird Antique Mall,615-851-2635,212 S Main St Goodlettsville TN 37072,http://facebook.com/rarebirdantiquemall
Jones Antiques / The Bunker ,931-881-8016,6 S Washington Cookeville TN 38501,unavailable
Treasure Village ,931-548-2333,114 Nashville Hwy Columbia TN 38401,http://www.facebook.com/TreasureVillageLLC/
Higgins Flea Market,615-563-2159,1061 West Main Street Woodbury TN 37190,http://www.facebook.com/higginsfleamarket/
Clarabell Collectibles,931-607-7249,208 E Depot Street Shelbyville TN 37160,http://facebook.com/Clarabell-Collectibles-109387514562523
Sweetwater Main Street (SMPOA),423-337-6979,PO Box 267 Sweetwater TN 37874 Sweetwater TN 37874,http://facebook.com/sweeteststreetintennessee
J & J Antiques and Collectibles ,931-993-3738,131 E Commerce St Lewisburg TN 37091,http://www.facebook.com/antiqueslewisburgtn
Fostoria Glass Society of Tennessee,615-856-4259,625 Smith Ave  Glass Show Location Nashville TN 37203,http://facebook.com/fostoriaglass.tn
Greeneville Antique Market,423-638-2773,117 W Depot St Greeneville TN 37743,http://www.facebook.com/GreenevilleAntiqueMarket
Ole Kuntry Mall,731-924-4029,1055 Mineral Wells Ave  Ste 8 Paris TN 38242,http://facebook.com/profile.php?id=100087519137425
Crockett Creek Vintage Market,423-500-1025,315 S Armstrong Rd Rogersville TN 37857,http://www.facebook.com/crockettcreekmarketplace/
Four Sisters Antiques & Vintage,615-295-3768,1056 Seals Way  Suites G,H I Murfreesboro TN 37129,http://facebook.com/sistervintageattic2/
The Red Fox Inn,931-260-1678,976 Main St Baxter TN 38544,http://www.facebook.com/theredfoxinn/
The Rustic Touch,931-686-4438,961 Rock Island Road Rock Island TN 38581,http://www.facebook.com/rtfdn123
All About Antiques & Interiors ,615-507-0179,1801 Hwy 41 Ridgetop TN 37152,http://facebook.com/profile.php?id=100046916088451
Falls Mill, BandB, and Museum,931-469-7161,134 Falls Mill Rd Belvidere TN 37306,unavailable
